prof_id,rec_id,x,y,cds2d,DSM2016-Re,cds3d_1,slopd_1
1,1,35.5438083921,31.3677665295,0.0,-428.827958213,0.0,89.9950517455
1,2,35.5438093611,31.3677666489,9.76330429498e-07,-428.816653295,0.0113049183882,89.9948818599
1,3,35.5438103301,31.3677667683,1.95266085856e-06,-428.805723619,0.0222345944241,89.9948791766
1,4,35.5438112991,31.3677668876,2.92899128806e-06,-428.79479967,0.0331585434006,89.9948767788
1,5,35.5438122681,31.367767007,3.90532171712e-06,-428.783880834,0.044077379521,89.9947252424
1,6,35.5438132371,31.3677671264,4.88165214662e-06,-428.77327568,0.0546825328508,89.9942658252
1,7,35.5438142061,31.3677672458,5.85798257569e-06,-428.763520203,0.0644380103242,89.9935195993
1,8,35.5438151751,31.3677673651,6.83431300518e-06,-428.75488808,0.0730701329214,89.9925497146
1,9,35.5438161441,31.3677674845,7.8106434413e-06,-428.747379695,0.0805785182402,89.9940158795
1,10,35.5438171131,31.3677676039,8.7869738708e-06,-428.738031686,0.0899265273026,89.9943884546
1,11,35.5438180821,31.3677677233,9.7633043003e-06,-428.728063022,0.0998951917021,89.9899088703
1,12,35.5438190511,31.3677678427,1.07396347294e-05,-428.722519578,0.105438635798,89.9914869344
1,13,35.5438200201,31.367767962,1.17159651589e-05,-428.715948547,0.112009666222,89.9926941222
1,14,35.5438209892,31.3677680814,1.26922955879e-05,-428.708291752,0.119666461822,89.9926642396
1,15,35.5438219582,31.3677682008,1.36686260174e-05,-428.700666147,0.127292067071,89.9863922221
1,16,35.5438229272,31.3677683202,1.46449564465e-05,-428.696555291,0.131402922942,-89.940412367
1,17,35.5438238962,31.3677684395,1.5621286876e-05,-428.697494069,0.13234170202,-89.9852774855
1,18,35.5438248652,31.3677685589,1.6597617305e-05,-428.701293666,0.136141298465,-89.985992831
1,19,35.5438258342,31.3677686783,1.75739477345e-05,-428.705287307,0.140134940106,-89.9877660395
1,20,35.5438268032,31.3677687977,1.85502781636e-05,-428.709859793,0.144707426137,-89.9882246612
1,21,35.5438277722,31.3677689171,1.95266085931e-05,-428.714610367,0.149457999738,-89.9882907127
1,22,35.5438287412,31.3677690364,2.05029390226e-05,-428.719387738,0.154235371076,-89.9882907127
1,23,35.5438297102,31.3677691558,2.14792694517e-05,-428.724165109,0.159012742399,-89.9882907127
1,24,35.5438306792,31.3677692752,2.24555998882e-05,-428.72894248,0.163790113761,-89.9882752858
1,25,35.5438316482,31.3677693946,2.34319303173e-05,-428.733713566,0.168561199223,-89.9891340234
1,26,35.5438326172,31.3677695139,2.44082607468e-05,-428.73886171,0.173709343342,-89.9943190424
1,27,35.5438335862,31.3677696333,2.53845911758e-05,-428.748708573,0.183556206641,-89.9970795997
1,28,35.5438345552,31.3677697527,2.63609216053e-05,-428.767863349,0.202710982442,-89.9975860178
1,29,35.5438355242,31.3677698721,2.73372520344e-05,-428.791036516,0.225884149164,-89.9962511251
1,30,35.5438364932,31.3677699915,2.83135824639e-05,-428.805958223,0.240805856192,-89.9882662945
1,31,35.5438374622,31.3677701108,2.92899128934e-05,-428.810725652,0.245573285655,-89.9881086173
1,32,35.5438384312,31.3677702302,3.02662433225e-05,-428.815429866,0.250277500025,-89.9880153577
1,33,35.5438394002,31.3677703496,3.1242573752e-05,-428.820097474,0.254945108119,-89.9883761706
1,34,35.5438403692,31.367770469,3.2218904181e-05,-428.824909968,0.259757602458,-89.9925745977
1,35,35.5438413383,31.3677705883,3.31952346105e-05,-428.832443515,0.26729114892,-89.9968487624
1,36,35.5438423073,31.3677707077,3.41715650396e-05,-428.850195148,0.285042782055,-89.9970666915
1,37,35.5438432763,31.3677708271,3.51478954691e-05,-428.869265632,0.304113265872,-89.9970748961
1,38,35.5438442453,31.3677709465,3.61242258982e-05,-428.888389606,0.323237240298,-89.9970766071
1,39,35.5438452143,31.3677710659,3.71005563277e-05,-428.907524774,0.342372408067,-89.9970632577
1,40,35.5438461833,31.3677711852,3.80768867638e-05,-428.92657296,0.36142059431,-89.996872715
1,41,35.5438471523,31.3677713046,3.90532171933e-05,-428.944460557,0.379308191032,-89.9966106654
1,42,35.5438481213,31.367771424,4.00295476228e-05,-428.960965157,0.395812791382,-89.9965309868
1,43,35.5438490903,31.3677715434,4.10058780518e-05,-428.977090669,0.411938303147,-89.9966971151
1,44,35.5438500593,31.3677716627,4.19822084813e-05,-428.994027261,0.428874895012,-89.9976317671
1,45,35.5438510283,31.3677717821,4.29585389104e-05,-429.017648085,0.452495719666,-89.9987167069
1,46,35.5438519973,31.3677719015,4.39348693399e-05,-429.061238761,0.496086395049,-89.9987723472
1,47,35.5438529663,31.3677720209,4.4911199769e-05,-429.106805075,0.54165270935,-89.9987730912
1,48,35.5438539353,31.3677721403,4.58875301985e-05,-429.152399022,0.587246655939,-89.9987724249
1,49,35.5438549043,31.3677722596,4.68638606275e-05,-429.197968221,0.63281585576,-89.9987723549
1,50,35.5438558733,31.367772379,4.7840191057e-05,-429.243534822,0.678382456626,-89.9987735704
1,51,35.5438568423,31.3677724984,4.88165214865e-05,-429.289146582,0.723994216492,-89.9987913439
1,52,35.5438578113,31.3677726178,4.97928519156e-05,-429.33542907,0.770276704186,-89.9988584492
1,53,35.5438587803,31.3677727372,5.07691823451e-05,-429.384432244,0.819279878721,-89.9989945599
1,54,35.5438597493,31.3677728565,5.17455127741e-05,-429.440069185,0.874916819813,-89.9991096279
1,55,35.5438607183,31.3677729759,5.27218432107e-05,-429.502896416,0.937744050907,-89.999210007
1,56,35.5438616873,31.3677730953,5.36981736398e-05,-429.573706682,1.0085543168,-89.9993286108
1,57,35.5438626564,31.3677732147,5.46745040693e-05,-429.65702588,1.09187351472,-89.9993939035
1,58,35.5438636254,31.367773334,5.56508344983e-05,-429.749320773,1.18416840699,-89.999387783
1,59,35.5438645944,31.3677734534,5.66271649278e-05,-429.840692965,1.27554059978,-89.9993829242
1,60,35.5438655634,31.3677735728,5.76034953573e-05,-429.931345709,1.36619334333,-89.9993170235
1,61,35.5438665324,31.3677736922,5.85798257864e-05,-430.013251333,1.448098967,-89.9993335609
1,62,35.5438675014,31.3677738116,5.95561562159e-05,-430.097189407,1.53203704116,-89.9992820038
1,63,35.5438684704,31.3677739309,6.05324866449e-05,-430.175100141,1.60994777537,-89.9992332311
1,64,35.5438694394,31.3677740503,6.15088170744e-05,-430.248055121,1.68290275522,-89.9991398488
1,65,35.5438704084,31.3677741697,6.24851475035e-05,-430.313089748,1.74793738282,-89.9986788504
1,66,35.5438713774,31.3677742891,6.3461477933e-05,-430.355431368,1.79027900223,-89.9984067993
1,67,35.5438723464,31.3677744084,6.44378083621e-05,-430.390542834,1.8253904686,-89.9982246035
1,68,35.5438733154,31.3677745278,6.54141387916e-05,-430.42205107,1.85689870448,-89.9979034093
1,69,35.5438742844,31.3677746472,6.63904692206e-05,-430.448732297,1.883579932,-89.9977527341
1,70,35.5438752534,31.3677747666,6.73667996572e-05,-430.473624596,1.9084722303,-89.9975235623
1,71,35.5438762224,31.367774886,6.83431300867e-05,-430.496213338,1.93106097245,-89.9975210828
1,72,35.5438771914,31.3677750053,6.93194605157e-05,-430.518779486,1.95362712053,-89.9975236175
1,73,35.5438781604,31.3677751247,7.02957909452e-05,-430.541368731,1.97621636609,-89.9975233115
1,74,35.5438791294,31.3677752441,7.12721213743e-05,-430.563955186,1.99880282053,-89.9975233532
1,75,35.5438800984,31.3677753635,7.22484518038e-05,-430.586542021,2.02138965577,-89.9975069582
1,76,35.5438810674,31.3677754828,7.32247822329e-05,-430.608980319,2.04382795324,-89.996940002
1,77,35.5438820364,31.3677756022,7.42011126624e-05,-430.62726125,2.0621088844,-89.9960399824
1,78,35.5438830055,31.3677757216,7.51774430914e-05,-430.641387352,2.07623498649,-89.9938504603
1,79,35.5438839745,31.367775841,7.61537735209e-05,-430.650483905,2.08533153938,-89.9917947004
1,80,35.5438849435,31.3677759604,7.71301039504e-05,-430.657301402,2.09214903737,-89.99359359
1,81,35.5438859125,31.3677760797,7.81064343795e-05,-430.666033221,2.10088085641,-89.993779426
1,82,35.5438868815,31.3677761991,7.9082764809e-05,-430.675025898,2.10987353343,-89.9938032674
1,83,35.5438878505,31.3677763185,8.0059095238e-05,-430.684053174,2.11890080899,-89.9938743874
1,84,35.5438888195,31.3677764379,8.10354256675e-05,-430.693185259,2.12803289368,-89.9945518543
1,85,35.5438897885,31.3677765572,8.20117560966e-05,-430.703452901,2.13830053626,-89.9972707247
1,86,35.5438907575,31.3677766766,8.29880865332e-05,-430.723949043,2.15879667814,-89.9956201327
1,87,35.5438917265,31.367776796,8.39644169622e-05,-430.736721031,2.17156866625,-89.99045462
1,88,35.5438926955,31.3677769154,8.49407473917e-05,-430.742581417,2.17742905248,-89.9884177019
1,89,35.5438936645,31.3677770348,8.59170778212e-05,-430.747411168,2.18225880325,-89.9884177018
1,90,35.5438946335,31.3677771541,8.68934082503e-05,-430.752240919,2.18708855401,-89.9888177288
1,91,35.5438956025,31.3677772735,8.78697386798e-05,-430.757243445,2.192091081,-89.9894875591
1,92,35.5438965715,31.3677773929,8.88460691088e-05,-430.762564723,2.19741235834,-89.9907008975
1,93,35.5438975405,31.3677775123,8.98223995383e-05,-430.768580315,2.20342795107,-89.9944710521
1,94,35.5438985095,31.3677776316,9.07987299674e-05,-430.778697903,2.21354553835,-89.9962148073
1,95,35.5438994785,31.367777751,9.17750603969e-05,-430.79347644,2.22832407623,-89.9941418094
1,96,35.5439004475,31.3677778704,9.2751390826e-05,-430.803025398,2.23787303375,-89.9542172289
1,97,35.5439014165,31.3677779898,9.37277212555e-05,-430.804247246,2.23909488244,-89.9542123894
1,98,35.5439023855,31.3677781092,9.47040516845e-05,-430.805468965,2.24031660199,-89.9542181787
1,99,35.5439033545,31.3677782285,9.5680382114e-05,-430.806690839,2.24153847603,-89.9510432993
1,100,35.5439043236,31.3677783479,9.66567125435e-05,-430.807833473,2.24268111062,-89.9523041343
1,101,35.5439052926,31.3677784673,9.76330429796e-05,-430.809006313,2.24385395063,-89.9463352589
1,102,35.5439062616,31.3677785867,9.86093734091e-05,-430.810048703,2.24489634123,-89.9586506931
1,103,35.5439072306,31.367778706,9.95857038382e-05,-430.811401558,2.24624919626,-89.9591731846
1,104,35.5439081996,31.3677788254,0.000100562034268,-430.812771726,2.24761936479,89.9785409907
1,105,35.5439091686,31.3677789448,0.000101538364697,-430.810164913,2.25022617732,89.9933346162
1,106,35.5439101376,31.3677790642,0.000102514695126,-430.801772357,2.25861873425,89.9950773691
1,107,35.5439111066,31.3677791836,0.000103491025555,-430.790408593,2.2699824977,89.9951298947
1,108,35.5439120756,31.3677793029,0.000104467355985,-430.778922268,2.28146882284,89.9924535039
1,109,35.5439130446,31.3677794223,0.000105443686414,-430.771509608,2.28888148332,89.989432246
1,110,35.5439140136,31.3677795417,0.000106420016843,-430.766216183,2.29417490835,89.9862780584
1,111,35.5439149826,31.3677796611,0.000107396347273,-430.762139528,2.29825156276,89.9905062632
1,112,35.5439159516,31.3677797804,0.000108372677702,-430.756247263,2.3041438278,89.992149053
1,113,35.5439169206,31.3677798998,0.000109349008131,-430.749122058,2.31126903359,89.9923653773
1,114,35.5439178896,31.3677800192,0.000110325338561,-430.741794962,2.31859612953,89.9934387359
1,115,35.5439188586,31.3677801386,0.00011130166899,-430.733269225,2.32712186668,89.9946163729
1,116,35.5439198276,31.367780258,0.000112277999426,-430.722878532,2.33751255915,89.9950329243
1,117,35.5439207966,31.3677803773,0.000113254329856,-430.711616451,2.34877464091,89.9950311965
1,118,35.5439217656,31.3677804967,0.000114230660285,-430.700358285,2.36003280668,89.9950364535
1,119,35.5439227346,31.3677806161,0.000115206990714,-430.689088196,2.37130289602,89.9950579675
1,120,35.5439237036,31.3677807355,0.000116183321144,-430.677769044,2.38262204714,89.9950908929
1,121,35.5439246727,31.3677808548,0.000117159651573,-430.666373976,2.39401711581,89.9951569244
1,122,35.5439256417,31.3677809742,0.000118135982002,-430.654823544,2.40556754722,89.9953270951
1,123,35.5439266107,31.3677810936,0.000119112312431,-430.642852487,2.41753860455,89.9952447187
1,124,35.5439275797,31.367781213,0.000120088642861,-430.631088806,2.42930228571,89.9954155113
1,125,35.5439285487,31.3677813324,0.00012106497329,-430.618886876,2.44150421631,89.9958715017
1,126,35.5439295177,31.3677814517,0.000122041303719,-430.605337248,2.45505384354,89.9958190611
1,127,35.5439304867,31.3677815711,0.000123017634148,-430.591957571,2.4684335208,89.9958130177
1,128,35.5439314557,31.3677816905,0.000123993964578,-430.578597206,2.48179388611,89.9958501121
1,129,35.5439324247,31.3677818099,0.000124970295007,-430.565117417,2.4952736751,89.9958468207
1,130,35.5439333937,31.3677819293,0.000125946625436,-430.551648311,2.50874278134,89.9958583237
1,131,35.5439343627,31.3677820486,0.000126922955873,-430.538141796,2.52224929644,89.9960271641
1,132,35.5439353317,31.367782168,0.000127899286302,-430.524061271,2.53632982081,89.9964372746
1,133,35.5439363007,31.3677822874,0.000128875616732,-430.508359917,2.55203117472,89.9967904406
1,134,35.5439372697,31.3677824068,0.000129851947161,-430.490930854,2.56946023787,89.9968088899
1,135,35.5439382387,31.3677825261,0.00013082827759,-430.473401026,2.58699006631,89.9967535827
1,136,35.5439392077,31.3677826455,0.000131804608019,-430.456169842,2.60422124998,89.996231697
1,137,35.5439401767,31.3677827649,0.000132780938449,-430.441325066,2.6190660259,89.995902371
1,138,35.5439411457,31.3677828843,0.000133757268878,-430.427673364,2.63271772861,89.9958941572
1,139,35.5439421147,31.3677830037,0.000134733599307,-430.414048971,2.646342121,89.9958829915
1,140,35.5439430837,31.367783123,0.000135709929737,-430.40046153,2.65992956271,89.9957694064
1,141,35.5439440527,31.3677832424,0.000136686260166,-430.38723889,2.67315220195,89.9946891325
1,142,35.5439450217,31.3677833618,0.000137662590595,-430.376705844,2.68368524832,89.9933840829
1,143,35.5439459908,31.3677834812,0.000138638921024,-430.368250537,2.69214055577,89.9933803992
1,144,35.5439469598,31.3677836005,0.000139615251454,-430.359799935,2.70059115798,89.9941767359
1,145,35.5439479288,31.3677837199,0.000140591581883,-430.350193705,2.71019738783,89.994284506
1,146,35.5439488978,31.3677838393,0.000141567912312,-430.340406342,2.71998475053,89.994207461
1,147,35.5439498668,31.3677839587,0.000142544242749,-430.330749158,2.72964193422,89.9938126435
1,148,35.5439508358,31.3677840781,0.000143520573178,-430.321708203,2.73868288948,89.9929220451
1,149,35.5439518048,31.3677841974,0.000144496903608,-430.313804845,2.74658624777,89.9928052778
1,150,35.5439527738,31.3677843168,0.000145473234037,-430.306029755,2.75436133789,89.9927599934
1,151,35.5439537428,31.3677844362,0.000146449564466,-430.298303296,2.76208779681,89.9926881085
1,152,35.5439547118,31.3677845556,0.000147425894895,-430.290652798,2.76973829501,89.9926787085
1,153,35.5439556808,31.3677846749,0.000148402225325,-430.283012122,2.77737897058,89.9926787085
1,154,35.5439566498,31.3677847943,0.000149378555754,-430.275371447,2.78501964616,89.9926802323
1,155,35.5439576188,31.3677849137,0.000150354886183,-430.267729181,2.79266191235,89.9926765543
1,156,35.5439585878,31.3677850331,0.000151331216612,-430.260090753,2.80030034038,89.992634698
1,157,35.5439595568,31.3677851525,0.000152307547042,-430.252495733,2.80789535999,89.9922620269
1,158,35.5439605258,31.3677852718,0.000153283877471,-430.2452665,2.81512459337,89.991630135
1,159,35.5439614948,31.3677853912,0.0001542602079,-430.238583045,2.821808048,89.991355524
1,160,35.5439624638,31.3677855106,0.00015523653833,-430.232111906,2.82827918784,89.9913175748
1,161,35.5439634328,31.36778563,0.000156212868759,-430.22566905,2.83472204358,89.9913313616
1,162,35.5439644018,31.3677857493,0.000157189199196,-430.219215947,2.84117514625,89.9913064366
1,163,35.5439653708,31.3677858687,0.000158165529625,-430.212781346,2.84760974744,89.9913294547
1,164,35.5439663399,31.3677859881,0.000159141860054,-430.206329663,2.85406143085,89.9909216944
1,165,35.5439673089,31.3677861075,0.000160118190483,-430.200167763,2.86022333105,89.9899127185
1,166,35.5439682779,31.3677862269,0.000161094520913,-430.194622204,2.86576888991,89.9866372502
1,167,35.5439692469,31.3677863462,0.000162070851342,-430.190435969,2.86995512509,89.9565684932
1,168,35.5439702159,31.3677864656,0.000163047181771,-430.189147973,2.87124312135,-89.9601271914
1,169,35.5439711849,31.367786585,0.000164023512201,-430.190550924,2.87264607287,-89.9775298497
1,170,35.5439721539,31.3677867044,0.00016499984263,-430.193040432,2.87513558067,-89.9756089635
1,171,35.5439731229,31.3677868237,0.000165976173059,-430.195333881,2.87742903035,-89.9789490863
1,172,35.5439740919,31.3677869431,0.000166952503488,-430.19799123,2.88008637886,-89.9814978172
1,173,35.5439750609,31.3677870625,0.000167928833918,-430.201014636,2.88310978505,-89.9829164424
1,174,35.5439760299,31.3677871819,0.000168905164347,-430.204289107,2.88638425605,-89.9813161889
1,175,35.5439769989,31.3677873013,0.000169881494776,-430.207283122,2.88937827122,-89.9860136766
1,176,35.5439779679,31.3677874206,0.000170857825205,-430.211282715,2.8933778651,-89.9866986424
1,177,35.5439789369,31.36778754,0.000171834155642,-430.215488272,2.89758342182,-89.9865525031
1,178,35.5439799059,31.3677876594,0.000172810486072,-430.219648125,2.90174327507,-89.9864298434
1,179,35.5439808749,31.3677877788,0.000173786816501,-430.223770378,2.90586552769,-89.9856827768
1,180,35.5439818439,31.3677878981,0.00017476314693,-430.227677533,2.90977268293,-89.9270387696
1,181,35.5439828129,31.3677880175,0.000175739477359,-430.228444236,2.91053938639,89.9886918378
1,182,35.5439837819,31.3677881369,0.000176715807789,-430.223497401,2.91548622145,89.9865837339
1,183,35.5439847509,31.3677882563,0.000177692138218,-430.219327864,2.91965575813,89.9531829266
1,184,35.5439857199,31.3677883757,0.000178668468647,-430.218133009,2.92085061324,89.9931778728
1,185,35.5439866889,31.367788495,0.000179644799076,-430.209933278,2.92905034503,89.9939276319
1,186,35.543987658,31.3677886144,0.000180621129506,-430.20072112,2.93826250284,89.9921520167
1,187,35.543988627,31.3677887338,0.000181597459935,-430.193593223,2.94539039943,89.9921793001
1,188,35.543989596,31.3677888532,0.000182573790364,-430.18644046,2.95254316249,89.9921667139
1,189,35.543990565,31.3677889725,0.000183550120794,-430.17929919,2.95968443276,89.9921610095
1,190,35.543991534,31.3677890919,0.000184526451223,-430.172163117,2.96682050639,89.9921857341
1,191,35.543992503,31.3677892113,0.000185502781652,-430.165004464,2.97397915881,89.9922622205
1,192,35.543993472,31.3677893307,0.000186479112088,-430.15777505,2.98120857311,89.9923134518
1,193,35.543994441,31.3677894501,0.000187455442518,-430.150497451,2.98848617183,89.9927564248
1,194,35.54399541,31.3677895694,0.000188431772947,-430.142774799,2.99620882415,89.9947862235
1,195,35.543996379,31.3677896888,0.000189408103377,-430.132045606,3.00693801701,89.9957168715
1,196,35.543997348,31.3677898082,0.000190384433806,-430.11898515,3.0199984735,89.9959897358
1,197,35.543998317,31.3677899276,0.000191360764235,-430.105036041,3.03394758248,89.99633613
1,198,35.543999286,31.367790047,0.000192337094665,-430.089768137,3.04921548585,89.9963203191
